광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
대구,북구,2026-01-18,TikTok,캠페인_C,SNS광고,모바일,Android,Chrome,3811,3092,10915,142,41.4,41,764418
인천,부평구,2026-01-18,Naver,캠페인_A,SNS광고,태블릿,macOS,Safari,4488,3707,16696,346,66.1,291,220135
인천,연수구,2026-01-18,TikTok,캠페인_G,이메일,PC,Windows,Chrome,3549,2813,7343,205,42.8,321,99952
제주,서귀포시,2026-01-19,TikTok,캠페인_M,직접접속,모바일,iOS,Chrome,3854,2874,11164,313,35.7,303,1802900
인천,연수구,2026-01-20,TikTok,캠페인_H,추천링크,모바일,iOS,Samsung Internet,4570,4141,18156,122,86.8,485,280838
제주,서귀포시,2026-01-20,Instagram,캠페인_K,자연검색,모바일,Android,Edge,4677,4362,16101,320,83.5,276,66298
경기,남양주시,2026-01-20,TikTok,캠페인_E,검색광고,모바일,Windows,Samsung Internet,1368,907,3290,312,45.7,77,893926
서울,노원구,2026-01-20,YouTube,캠페인_D,자연검색,모바일,Android,Samsung Internet,4398,2869,22967,212,40.5,117,1332775
인천,서구,2026-01-21,Facebook,캠페인_P,SNS광고,모바일,iOS,Safari,2029,1927,4118,125,30.8,54,334282
서울,노원구,2026-01-22,TikTok,캠페인_R,검색광고,모바일,iOS,Naver앱,546,465,1879,226,17.1,7,818555
제주,제주시,2026-01-22,YouTube,캠페인_I,이메일,모바일,macOS,Safari,2654,2092,9561,80,19.2,101,820650
제주,서귀포시,2026-01-22,YouTube,캠페인_K,검색광고,모바일,iOS,Naver앱,825,629,3462,100,33.8,16,1483025
부산,동래구,2026-01-22,KakaoTalk,캠페인_B,자연검색,PC,Android,Chrome,2827,2238,14240,221,62.7,26,1285672
경기,성남시,2026-01-22,KakaoTalk,캠페인_H,검색광고,모바일,Android,Samsung Internet,3058,2635,16427,196,86.2,298,1018839
제주,서귀포시,2026-01-22,Naver,캠페인_I,SNS광고,모바일,Windows,Safari,182,113,527,316,88.0,0,570794
인천,연수구,2026-01-22,Naver,캠페인_E,이메일,PC,Windows,Safari,1976,1519,3818,360,74.0,164,215178
대전,중구,2026-01-23,TikTok,캠페인_P,SNS광고,모바일,iOS,Naver앱,1022,966,4359,378,59.8,23,318454
대전,중구,2026-01-23,Naver,캠페인_R,SNS광고,모바일,iOS,Chrome,2326,1696,6223,327,42.6,70,709129
경기,성남시,2026-01-24,Instagram,캠페인_S,SNS광고,태블릿,iOS,Safari,257,185,405,33,17.8,20,376070
인천,남동구,2026-01-24,TikTok,캠페인_K,검색광고,모바일,macOS,Chrome,4807,4519,21850,96,80.4,321,710965
대구,수성구,2026-01-24,KakaoTalk,캠페인_P,SNS광고,모바일,iOS,Naver앱,788,667,2449,63,60.5,72,512744
대전,중구,2026-01-24,TikTok,캠페인_K,검색광고,모바일,Windows,Safari,2760,2312,15600,95,83.6,186,1867350
부산,해운대구,2026-01-24,Naver,캠페인_K,직접접속,모바일,Android,Chrome,3019,2538,11980,190,52.8,202,37296
제주,서귀포시,2026-01-25,KakaoTalk,캠페인_K,자연검색,모바일,macOS,Safari,4422,3512,18869,77,32.7,207,1275610
대전,중구,2026-01-25,Naver,캠페인_B,SNS광고,모바일,iOS,Safari,220,142,697,330,59.1,5,1219904
대구,달서구,2026-01-25,TikTok,캠페인_L,검색광고,PC,iOS,Chrome,2032,1358,9331,138,51.6,95,1158341
제주,제주시,2026-01-25,YouTube,캠페인_L,SNS광고,모바일,Android,Safari,1591,1325,6066,225,46.7,124,789176
제주,서귀포시,2026-01-26,TikTok,캠페인_T,검색광고,모바일,Android,Samsung Internet,4166,2896,14618,257,75.5,255,1864109
대전,서구,2026-01-26,YouTube,캠페인_M,검색광고,모바일,iOS,Naver앱,2634,1865,4064,363,45.1,148,1085544
서울,마포구,2026-01-26,YouTube,캠페인_P,SNS광고,모바일,iOS,Edge,3670,2241,18710,311,22.1,162,830198
경기,수원시,2026-01-26,Facebook,캠페인_B,자연검색,PC,macOS,Edge,3401,2658,9056,191,24.0,65,107602
부산,동래구,2026-01-26,Naver,캠페인_R,검색광고,모바일,Android,Chrome,4882,3695,22375,159,31.0,415,491808
광주,북구,2026-01-26,Naver,캠페인_A,SNS광고,PC,iOS,Chrome,2466,2329,5269,147,48.2,229,362324
광주,북구,2026-01-26,Instagram,캠페인_R,검색광고,PC,Windows,Safari,139,90,770,238,57.3,2,423805
대구,수성구,2026-01-26,Instagram,캠페인_O,이메일,모바일,Android,Chrome,3698,3270,17010,173,63.4,37,389658
서울,송파구,2026-01-27,Facebook,캠페인_G,검색광고,모바일,Android,Chrome,1687,1294,9852,335,23.0,6,582104
대전,중구,2026-01-27,YouTube,캠페인_F,SNS광고,모바일,iOS,Safari,1142,958,5083,46,25.6,16,1992281
대구,달서구,2026-01-27,Instagram,캠페인_K,SNS광고,모바일,Android,Edge,1951,1292,4204,318,65.8,125,1463792
제주,제주시,2026-01-27,Facebook,캠페인_C,직접접속,PC,Windows,Safari,2025,1908,5691,280,43.1,160,1347939
인천,남동구,2026-01-27,Naver,캠페인_F,SNS광고,PC,Android,Chrome,3551,2817,18744,349,72.9,283,222165
제주,서귀포시,2026-01-27,KakaoTalk,캠페인_R,추천링크,모바일,Windows,Safari,3720,2416,6931,322,18.3,112,1263464
경기,남양주시,2026-01-29,Naver,캠페인_L,직접접속,PC,Windows,Naver앱,3224,2393,12333,245,26.9,37,1339956
대구,중구,2026-01-29,Naver,캠페인_O,SNS광고,모바일,Windows,Samsung Internet,503,422,1686,180,43.7,27,188836
제주,서귀포시,2026-01-29,Facebook,캠페인_C,검색광고,모바일,Android,Chrome,1296,1200,4630,214,78.5,123,643324
제주,서귀포시,2026-01-29,KakaoTalk,캠페인_J,SNS광고,PC,Android,Edge,4554,3678,16917,99,24.2,147,1926787
제주,제주시,2026-01-29,Facebook,캠페인_O,이메일,모바일,Windows,Chrome,1488,946,7141,197,33.1,106,292078
부산,동래구,2026-01-29,Facebook,캠페인_H,직접접속,모바일,Android,Safari,3427,2493,18050,24,67.1,89,1991397
서울,영등포구,2026-01-29,Instagram,캠페인_E,SNS광고,모바일,iOS,Safari,1330,961,7571,193,62.6,16,27464
경기,용인시,2026-01-29,Instagram,캠페인_K,자연검색,모바일,Windows,Chrome,4410,3341,16761,176,31.9,284,429701
대전,중구,2026-01-29,Facebook,캠페인_T,이메일,모바일,Android,Chrome,1208,743,7071,91,25.2,62,1363538
인천,부평구,2026-01-29,KakaoTalk,캠페인_B,자연검색,PC,Android,Edge,4086,3262,19356,362,61.5,257,76020
제주,서귀포시,2026-01-29,Naver,캠페인_H,검색광고,모바일,Android,Naver앱,2490,2010,10058,62,49.2,116,1987706
광주,북구,2026-01-30,Instagram,캠페인_D,직접접속,모바일,macOS,Samsung Internet,2446,2313,10759,128,54.4,252,1229951
제주,제주시,2026-01-30,Naver,캠페인_M,직접접속,모바일,Windows,Samsung Internet,3745,2323,20199,27,82.5,270,1669688
경기,고양시,2026-01-31,TikTok,캠페인_P,SNS광고,모바일,Windows,Naver앱,2624,1949,14590,376,25.2,15,989366
인천,남동구,2026-01-31,Naver,캠페인_G,SNS광고,모바일,Android,Safari,1249,973,7136,271,30.6,84,698087
대전,중구,2026-01-31,Facebook,캠페인_D,자연검색,모바일,iOS,Chrome,2183,2022,8550,148,64.9,123,108327
부산,해운대구,2026-02-01,Naver,캠페인_Q,직접접속,모바일,iOS,Edge,2987,2809,14951,65,36.0,109,1580621
인천,연수구,2026-02-01,KakaoTalk,캠페인_B,검색광고,모바일,Android,Chrome,816,729,4549,215,85.1,82,890884
인천,연수구,2026-02-01,Naver,캠페인_K,이메일,모바일,macOS,Chrome,2963,1800,11049,317,44.2,84,1601347
광주,북구,2026-02-03,YouTube,캠페인_T,SNS광고,태블릿,Android,Safari,2010,1741,11318,345,69.9,123,1481574
부산,수영구,2026-02-03,Naver,캠페인_M,자연검색,태블릿,Windows,Naver앱,638,477,2239,116,75.4,23,1128729
경기,고양시,2026-02-04,Naver,캠페인_G,SNS광고,모바일,Windows,Safari,184,163,655,24,59.6,7,809342
광주,광산구,2026-02-04,KakaoTalk,캠페인_P,SNS광고,태블릿,Windows,Samsung Internet,4129,3671,16394,90,48.3,399,329105
서울,종로구,2026-02-04,TikTok,캠페인_J,SNS광고,모바일,Android,Safari,1231,890,6501,118,33.6,43,971701
부산,수영구,2026-02-04,Naver,캠페인_B,직접접속,모바일,Android,Naver앱,1474,1196,3922,272,73.6,79,176742
인천,남동구,2026-02-04,Instagram,캠페인_R,자연검색,모바일,Android,Naver앱,974,761,1808,65,77.6,54,1901609
제주,제주시,2026-02-04,Naver,캠페인_T,검색광고,태블릿,Android,Chrome,3830,3134,12812,87,80.0,306,159129
부산,동래구,2026-02-05,Facebook,캠페인_B,자연검색,모바일,iOS,Chrome,4317,3405,14259,209,21.1,63,972326
대구,북구,2026-02-05,TikTok,캠페인_R,자연검색,모바일,iOS,Safari,2186,1822,11904,117,83.4,43,630915
제주,서귀포시,2026-02-05,Facebook,캠페인_T,이메일,PC,iOS,Chrome,4228,3289,7758,89,27.0,384,1111588
대전,유성구,2026-02-05,Instagram,캠페인_P,자연검색,모바일,iOS,Safari,4360,3232,7631,38,24.8,18,1727589
부산,해운대구,2026-02-05,Naver,캠페인_Q,SNS광고,PC,macOS,Naver앱,2859,1841,9393,45,45.9,204,868260
대전,유성구,2026-02-06,TikTok,캠페인_H,SNS광고,모바일,iOS,Edge,4500,4135,18204,270,87.4,363,884977
대구,북구,2026-02-06,KakaoTalk,캠페인_E,SNS광고,모바일,Android,Samsung Internet,2325,1801,6781,372,71.1,137,1814294
인천,연수구,2026-02-06,YouTube,캠페인_I,자연검색,모바일,Android,Safari,4828,3127,14842,253,87.0,186,707112
서울,노원구,2026-02-06,KakaoTalk,캠페인_D,직접접속,PC,Android,Chrome,510,401,2572,396,26.9,27,1758542
부산,동래구,2026-02-07,KakaoTalk,캠페인_I,SNS광고,모바일,iOS,Safari,2989,1815,15332,346,27.2,86,1450843
서울,마포구,2026-02-07,Facebook,캠페인_A,SNS광고,모바일,iOS,Naver앱,1998,1215,10566,282,87.1,81,1132938
인천,부평구,2026-02-07,Naver,캠페인_H,추천링크,모바일,Windows,Edge,2381,1725,9908,380,72.9,44,1564068
경기,부천시,2026-02-07,TikTok,캠페인_M,SNS광고,모바일,Windows,Chrome,1682,1174,7048,147,42.7,23,49341
경기,성남시,2026-02-08,Instagram,캠페인_C,자연검색,모바일,Android,Naver앱,1234,914,4791,167,24.6,42,576790
제주,제주시,2026-02-09,Naver,캠페인_A,직접접속,모바일,Android,Chrome,4602,3775,23530,144,86.1,196,689994
부산,북구,2026-02-09,Naver,캠페인_Q,검색광고,PC,Android,Safari,1053,646,6128,36,83.9,14,1493626
경기,남양주시,2026-02-09,YouTube,캠페인_I,자연검색,모바일,Android,Edge,2062,1624,7108,346,15.9,76,1160713
서울,마포구,2026-02-09,Facebook,캠페인_Q,SNS광고,모바일,Android,Chrome,3939,2914,9581,125,81.3,270,284424
대전,서구,2026-02-10,TikTok,캠페인_C,검색광고,PC,Android,Safari,4759,3824,21490,341,23.8,450,921311
제주,제주시,2026-02-11,KakaoTalk,캠페인_H,검색광고,PC,Android,Edge,2365,1613,13257,194,32.4,64,1040386
대전,유성구,2026-02-12,Facebook,캠페인_Q,이메일,모바일,Android,Chrome,52,43,260,105,55.4,2,418050
인천,남동구,2026-02-12,KakaoTalk,캠페인_O,직접접속,태블릿,iOS,Edge,2319,1450,8282,38,76.2,15,1372940
광주,서구,2026-02-13,Naver,캠페인_O,SNS광고,모바일,iOS,Chrome,3846,2382,10146,344,43.6,168,1024312
대구,달서구,2026-02-13,Instagram,캠페인_M,검색광고,모바일,Windows,Safari,298,182,1411,229,70.8,15,1954691
경기,안산시,2026-02-13,YouTube,캠페인_B,검색광고,모바일,iOS,Chrome,3088,2674,5375,289,73.3,76,1088979
서울,송파구,2026-02-14,TikTok,캠페인_I,검색광고,PC,iOS,Samsung Internet,3978,3524,14954,240,39.8,211,1356438
대전,서구,2026-02-14,Naver,캠페인_S,SNS광고,PC,Android,Chrome,905,771,2455,75,28.9,39,1550448
서울,서초구,2026-02-14,Naver,캠페인_P,검색광고,모바일,iOS,Safari,3791,2548,11850,73,49.1,209,42567
경기,수원시,2026-02-14,Facebook,캠페인_F,SNS광고,모바일,Android,Naver앱,2582,2199,6705,357,40.6,143,1144621
부산,동래구,2026-02-15,Instagram,캠페인_A,이메일,모바일,Android,Safari,2472,1573,8194,313,62.0,66,1109315
인천,부평구,2026-02-15,Naver,캠페인_T,검색광고,모바일,Android,Chrome,2717,2122,5700,138,87.6,106,319049
대구,북구,2026-02-15,TikTok,캠페인_H,SNS광고,모바일,Android,Samsung Internet,914,682,2193,153,60.9,79,1665193
서울,서초구,2026-02-16,Facebook,캠페인_I,이메일,모바일,iOS,Chrome,1041,943,1726,102,41.1,107,171992
대전,서구,2026-02-16,TikTok,캠페인_C,SNS광고,PC,Android,Samsung Internet,4084,3877,19507,227,35.8,222,314903
광주,서구,2026-02-16,Naver,캠페인_O,SNS광고,모바일,Android,Samsung Internet,2906,2715,5104,122,48.2,63,912987
대전,서구,2026-02-17,KakaoTalk,캠페인_N,자연검색,PC,Windows,Naver앱,4425,2781,16135,103,69.3,271,847676
광주,광산구,2026-02-17,Naver,캠페인_P,직접접속,PC,Windows,Samsung Internet,4759,3217,11790,314,40.4,265,196950
대전,중구,2026-02-17,Facebook,캠페인_T,SNS광고,PC,Android,Edge,723,570,1848,170,81.0,18,1851776
광주,광산구,2026-02-18,Instagram,캠페인_F,SNS광고,PC,iOS,Chrome,3842,2382,15140,13,16.0,179,1506390
서울,영등포구,2026-02-18,Naver,캠페인_H,검색광고,모바일,Windows,Chrome,120,111,414,263,22.9,8,1606044
광주,북구,2026-02-18,Instagram,캠페인_N,SNS광고,모바일,Windows,Naver앱,3210,2138,8850,158,48.2,125,1721013
광주,광산구,2026-02-18,TikTok,캠페인_B,SNS광고,모바일,macOS,Chrome,1807,1632,7132,318,60.7,152,110008
광주,광산구,2026-02-18,TikTok,캠페인_K,검색광고,PC,Windows,Chrome,3554,2241,19756,212,84.5,265,1377469
대전,중구,2026-02-18,Naver,캠페인_Q,이메일,모바일,iOS,Samsung Internet,3873,2555,6047,393,39.0,119,617041
제주,서귀포시,2026-02-19,TikTok,캠페인_B,SNS광고,PC,Windows,Chrome,252,235,530,179,69.6,9,1136200
광주,북구,2026-02-19,Naver,캠페인_M,SNS광고,모바일,Android,Samsung Internet,1210,986,2799,156,33.5,73,1740123
부산,해운대구,2026-02-19,Instagram,캠페인_H,검색광고,모바일,Android,Chrome,3686,2221,11585,16,63.9,115,228702
대구,수성구,2026-02-19,YouTube,캠페인_B,자연검색,PC,Android,Samsung Internet,59,56,147,296,82.2,0,624713
서울,노원구,2026-02-20,Facebook,캠페인_H,추천링크,모바일,Android,Safari,3423,2308,9613,195,26.7,231,808570
서울,노원구,2026-02-20,TikTok,캠페인_D,SNS광고,모바일,iOS,Samsung Internet,1565,1323,2393,311,38.9,91,1020482
부산,동래구,2026-02-20,YouTube,캠페인_F,자연검색,모바일,Windows,Chrome,4299,2709,16513,394,78.0,286,1260209
경기,안산시,2026-02-20,YouTube,캠페인_M,SNS광고,모바일,iOS,Safari,2915,2416,11577,376,42.9,142,1745815
제주,서귀포시,2026-02-21,TikTok,캠페인_L,SNS광고,모바일,Android,Chrome,583,534,2731,132,84.7,60,372269
제주,서귀포시,2026-02-22,Naver,캠페인_J,SNS광고,PC,Android,Chrome,3829,3071,17262,222,74.0,207,1795545
광주,서구,2026-02-22,TikTok,캠페인_Q,직접접속,모바일,Android,Edge,1162,763,5425,251,65.2,43,657132
광주,광산구,2026-02-23,YouTube,캠페인_A,SNS광고,태블릿,Windows,Naver앱,990,743,2043,398,27.5,19,404489
경기,수원시,2026-02-24,Naver,캠페인_O,자연검색,모바일,Android,Naver앱,3174,2778,9981,254,55.2,170,1026772
부산,사상구,2026-02-24,Facebook,캠페인_E,검색광고,태블릿,iOS,Chrome,54,38,228,53,48.3,1,1520191
제주,제주시,2026-02-25,TikTok,캠페인_J,이메일,모바일,iOS,Chrome,956,883,1561,339,35.2,85,258357
대전,유성구,2026-02-25,YouTube,캠페인_S,SNS광고,모바일,iOS,Safari,2015,1788,7207,355,51.8,206,370124
대전,유성구,2026-02-26,YouTube,캠페인_R,검색광고,PC,Windows,Safari,2332,1863,7003,370,41.8,186,98581
경기,수원시,2026-02-26,TikTok,캠페인_G,직접접속,모바일,Android,Chrome,470,430,2810,381,21.5,39,1862900
경기,안산시,2026-02-26,KakaoTalk,캠페인_E,자연검색,모바일,Android,Chrome,768,671,3381,185,66.0,58,780876
서울,영등포구,2026-02-26,TikTok,캠페인_S,자연검색,모바일,Windows,Samsung Internet,3879,3440,6916,329,85.2,112,1894866
부산,해운대구,2026-02-27,YouTube,캠페인_R,추천링크,모바일,iOS,Samsung Internet,635,555,1278,364,77.0,53,1583807
대전,유성구,2026-02-27,TikTok,캠페인_O,추천링크,모바일,Android,Chrome,2121,1869,11380,43,46.1,164,422747
경기,고양시,2026-02-27,TikTok,캠페인_M,SNS광고,모바일,Windows,Safari,4793,4141,23586,232,48.0,402,375464
대전,유성구,2026-02-27,TikTok,캠페인_T,자연검색,PC,Windows,Chrome,474,415,1388,166,26.2,6,1996183
대구,달서구,2026-02-27,Instagram,캠페인_I,자연검색,모바일,Android,Edge,3145,2068,18461,179,64.3,164,188576
서울,노원구,2026-02-28,Naver,캠페인_E,이메일,모바일,Android,Naver앱,3346,3143,11142,250,81.4,248,139697
경기,수원시,2026-02-28,Naver,캠페인_A,SNS광고,모바일,Android,Edge,2292,2098,13638,360,59.7,170,94394
광주,서구,2026-03-01,Facebook,캠페인_L,직접접속,모바일,iOS,Safari,3744,3134,14450,398,71.4,300,1403016
대구,중구,2026-03-01,KakaoTalk,캠페인_J,SNS광고,모바일,Android,Edge,4420,2712,21583,183,42.9,160,1739084
대구,수성구,2026-03-01,Facebook,캠페인_T,SNS광고,PC,Android,Naver앱,3011,1953,17819,242,85.4,35,1678618
경기,용인시,2026-03-01,Facebook,캠페인_E,자연검색,모바일,iOS,Naver앱,4574,3739,13384,274,33.0,229,1152014
제주,서귀포시,2026-03-01,Instagram,캠페인_R,SNS광고,PC,iOS,Naver앱,3050,2603,12370,209,73.7,286,124381
경기,안산시,2026-03-01,Facebook,캠페인_Q,자연검색,모바일,Windows,Samsung Internet,4343,3710,22768,17,52.3,29,1421951
경기,화성시,2026-03-02,Facebook,캠페인_G,직접접속,모바일,Android,Chrome,2888,2471,4512,350,42.2,218,1778989
부산,해운대구,2026-03-02,Facebook,캠페인_Q,자연검색,모바일,iOS,Edge,4836,3620,8641,316,28.0,108,267991
광주,북구,2026-03-02,TikTok,캠페인_E,직접접속,모바일,iOS,Chrome,3165,1971,17404,345,46.5,85,974352
경기,화성시,2026-03-03,KakaoTalk,캠페인_I,이메일,모바일,iOS,Safari,158,145,439,374,46.6,8,1210537
인천,서구,2026-03-03,TikTok,캠페인_A,자연검색,모바일,Android,Samsung Internet,3005,2601,17551,385,52.9,262,1242900
대전,서구,2026-03-04,KakaoTalk,캠페인_R,자연검색,PC,Windows,Safari,2980,2147,11178,326,49.3,99,1932150
대전,중구,2026-03-04,TikTok,캠페인_C,SNS광고,PC,iOS,Samsung Internet,3240,2625,13599,196,79.5,226,768844
제주,제주시,2026-03-04,KakaoTalk,캠페인_S,SNS광고,모바일,iOS,Chrome,2150,1768,7077,245,26.4,79,26221
인천,연수구,2026-03-04,Naver,캠페인_L,SNS광고,모바일,Android,Safari,2924,1921,15147,394,77.8,96,556829
제주,서귀포시,2026-03-04,KakaoTalk,캠페인_C,검색광고,모바일,Windows,Samsung Internet,3608,2471,10171,246,49.1,294,1781177
인천,서구,2026-03-04,TikTok,캠페인_O,SNS광고,모바일,Windows,Naver앱,505,351,2462,329,39.1,9,1363332
경기,수원시,2026-03-05,Facebook,캠페인_H,이메일,PC,Android,Chrome,364,340,1189,136,84.6,28,681687
서울,강서구,2026-03-05,Instagram,캠페인_G,직접접속,모바일,iOS,Samsung Internet,4091,3679,8522,275,80.5,130,1306115
부산,사상구,2026-03-05,TikTok,캠페인_R,검색광고,태블릿,Android,Samsung Internet,1269,899,2235,187,36.8,103,1761686
대전,중구,2026-03-05,Naver,캠페인_T,SNS광고,모바일,macOS,Chrome,4837,3101,24354,97,77.5,157,1290001
대전,서구,2026-03-05,KakaoTalk,캠페인_I,직접접속,PC,Windows,Naver앱,3506,2922,8806,82,65.8,242,1593209
광주,서구,2026-03-06,Facebook,캠페인_Q,SNS광고,모바일,Android,Safari,2516,2121,4616,206,16.4,144,1348232
제주,제주시,2026-03-06,Naver,캠페인_N,SNS광고,모바일,Android,Naver앱,3923,3177,10073,201,47.6,287,828679
서울,영등포구,2026-03-07,Instagram,캠페인_G,검색광고,모바일,iOS,Safari,4447,2694,9222,136,69.3,317,1410264
대전,중구,2026-03-07,Instagram,캠페인_I,검색광고,모바일,iOS,Chrome,2679,1757,15211,289,24.3,20,1936839
제주,서귀포시,2026-03-08,Instagram,캠페인_H,직접접속,모바일,Windows,Safari,2977,2515,16756,132,53.7,168,1248939
대전,유성구,2026-03-08,TikTok,캠페인_J,SNS광고,PC,iOS,Samsung Internet,375,268,743,235,80.7,18,1057576
